id,title,uri,filename
45931,Expression and Purification of Thermostable Proteins Expressed in E. coli,expression-and-purification-of-thermostable-protei-bq4jmyun,45931.json
45982,C-SOP-401: Quality Control (QC) of DNA Libraries for Whole Genome Sequencing,c-sop-401-quality-control-qc-of-dna-libraries-for-bq56my9e,45982.json
4613,"Extraction of genomic DNA using ""Edwards"" buffer",extraction-of-genomic-dna-using-edwards-buffer-grdbv26,4613.json
46333,protocols in WDR81 paper,protocols-in-wdr81-paper-brg5m3y6,46333.json
46357,Semi-Automated and Miniaturized SARS-CoV-2 Detection using TaqPath COVID-19 Multiplex Real-Time RT-PCR Assay,semi-automated-and-miniaturized-sars-cov-2-detecti-brhvm366,46357.json
4654,RNA extraction for plant samples using CTAB-pBIOZOL,rna-extraction-for-plant-samples-using-ctab-pbiozo-gsnbwde,4654.json
46629,Deep-resolution plant phenotyping platform description.,deep-resolution-plant-phenotyping-platform-descrip-brsdm6a6,46629.json
46755,Human Brain Vascular Pericytes (HBVP) Culture and Plating,human-brain-vascular-pericytes-hbvp-culture-and-pl-brwbm7an,46755.json
46883,Western Blot Protocol,western-blot-protocol-br2bm8an,46883.json
46953,qPCR Primer Design,qpcr-primer-design-br4hm8t6,46953.json
46972,Pseudotyping lentiviral particles with SARS-CoV-2 Spike protein for neutralization assays,pseudotyping-lentiviral-particles-with-sars-cov-2-br44m8yw,46972.json
47042,Di-electric barrier discharge cold atmospheric plasma device protocol,di-electric-barrier-discharge-cold-atmospheric-pla-br7am9ie,47042.json
47108,Human pluripotent stem cell culture,human-pluripotent-stem-cell-culture-br9cm92w,47108.json
47125,"Multiplexed RT-qPCR to screen for SARS-COV-2 B.1.1.7, B.1.351, and P.1 variants of concern",multiplexed-rt-qpcr-to-screen-for-sars-cov-2-b-1-1-br9vm966,47125.json
47270,Expression and purification protocol of PI3KC3-C1 complex,expression-and-purification-protocol-of-pi3kc3-c1-bseenbbe,47270.json
47349,"One-Step RT-qPCR for SARS-CoV-2 Wastewater Surveillance: N1, PMMoV, BCoV, SOC, CrAssphage, Bacteroides rRNA, 18S rRNA",one-step-rt-qpcr-for-sars-cov-2-wastewater-surveil-bsgvnbw6,47349.json
47613,Optimized Derivation of Midbrain Dopaminergic Neurons from iPSCs for research application,optimized-derivation-of-midbrain-dopaminergic-neur-bsq5ndy6,47613.json
47885,U-251MG Spheroid generation using low attachment plate method protocol,u-251mg-spheroid-generation-using-low-attachment-p-bszmnf46,47885.json
47888,U-251MG Spheroid generation using a scaffold based method protocol,u-251mg-spheroid-generation-using-a-scaffold-based-bszqnf5w,47888.json
47900,Protein extraction and BCA assay from MCAS sorted cells,protein-extraction-and-bca-assay-from-mcas-sorted-bsz4nf8w,47900.json
48023,Helicase-like transcription factor-deletion from the tumor microenvironment in a cell line-derived xenograft model of colorectal cancer reprogrammed the human transcriptome-S-nitroso-proteome to promote inflammation and redirect metastasis,helicase-like-transcription-factor-deletion-from-t-bs5xng7n,48023.json
48141,Monitoring fly feeding behavior and timing by beetle luciferase reporters,monitoring-fly-feeding-behavior-and-timing-by-beet-bs9mnh46,48141.json
48167,Neuron Image Analysis: From raw pics to .csv file,neuron-image-analysis-from-raw-pics-to-csv-file-btafnibn,48167.json
48270,SalivaDirect™: RNA extraction-free SARS-CoV-2 diagnostics,salivadirect-rna-extraction-free-sars-cov-2-diagno-btdnni5e,48270.json
48400,Calcium phosphate transfection mammalian cells,calcium-phosphate-transfection-mammalian-cells-bthqnj5w,48400.json
48586,Histone extraction for mass spectrometry-based analysis of post-translational modifications in the fungal genus Aspergillus,histone-extraction-for-mass-spectrometry-based-ana-btpinmke,48586.json
48632,Immunofluorescence staining of Collagen Type XVIII in islet beta cells of formalin-fixed mouse pancreas,immunofluorescence-staining-of-collagen-type-xviii-btqynmxw,48632.json
48691,U-251MG Spheroid Generation Using Hanging Drop Method Protocol,u-251mg-spheroid-generation-using-hanging-drop-met-btstnnen,48691.json
48959,NRTDP Top Down Standard SOP: Orbitrap Eclipse and Exploris,nrtdp-top-down-standard-sop-orbitrap-eclipse-and-e-bt27nqhn,48959.json
49110,TBK1 knockdown and rescue in Hela-M cells,tbk1-knockdown-and-rescue-in-hela-m-cells-bt7wnrpe,49110.json
49163,High throughput quantification of CRISPR gRNA efficiency based on surrogate lentivirus libraries,high-throughput-quantification-of-crispr-grna-effi-bt9jnr4n,49163.json
49194,iPSC Image Analysis: From raw pics to .csv file,ipsc-image-analysis-from-raw-pics-to-csv-file-buainsce,49194.json
49304,Human Islet Cell Culture,human-islet-cell-culture-budyns7w,49304.json
49463,Cryopreservation of microalgal cultures,cryopreservation-of-microalgal-cultures-buixnufn,49463.json
49535,In vitro transcription of crRNA and tracrRNA from DNA oligos for cas9 enrichment and nanopore sequencing (for Bac - PULCE),in-vitro-transcription-of-crrna-and-tracrrna-from-buk7nuzn,49535.json
49682,Generation of an isogenic set of HD model hESC lines,generation-of-an-isogenic-set-of-hd-model-hesc-lin-bursnv6e,49682.json
49720,"Sample preparation protocol for targeted mass spectrometry analysis of pRabs, total Rabs, LRRK2-pS910, pS935 and total LRRK2",sample-preparation-protocol-for-targeted-mass-spec-busynwfw,49720.json
49895,Artisanal Production of Prefusion-Stabilized SARS-CoV-2 Spikes,artisanal-production-of-prefusion-stabilized-sars-buyfnxtn,49895.json
49929,Potency Test: Glucose Stimulated Insulin Release Assay,potency-test-glucose-stimulated-insulin-release-as-buzhnx36,49929.json
50018,PiggyBac Transfection iPSC,piggybac-transfection-ipsc-bu4anyse,50018.json
50040,Fallopian Tube Epithelial Cell Culture,fallopian-tube-epithelial-cell-culture-bu4ynyxw,50040.json
50051,Purification of recombinant Synechocystis KaiA3-His6  with PureProteome Nickel Magnetic Beads,purification-of-recombinant-synechocystis-kaia3-hi-bu5bny2n,50051.json
50078,SOP002 Human pluripotent stem cell HDR-mediated gene editing using CRISPR/Cas9 and PiggyBac technology,sop002-human-pluripotent-stem-cell-hdr-mediated-ge-bu56ny9e,50078.json
50111,Native gel electrophoresis and Western Blot transfer of Kai-protein complexes,native-gel-electrophoresis-and-western-blot-transf-bu67nzhn,50111.json
50139,Confocal imaging power settings – protocol and discussion,confocal-imaging-power-settings-protocol-and-discu-bu73nzqn,50139.json
50242,Determination of the lipid composition of the GPI anchor,determination-of-the-lipid-composition-of-the-gpi-bvban2ie,50242.json
5027,Skeletonema DNA extraction by Plant DNAzol,skeletonema-dna-extraction-by-plant-dnazol-g6bbzan,5027.json
50377,Drought stress application for smaller plants based on  soil water holding capacity,drought-stress-application-for-smaller-plants-base-bvfhn3j6,50377.json
50379,Nucleus-highlighting (terminal/lethal) staining of adherent live U2-OS cells by Erythrosine B,nucleus-highlighting-terminal-lethal-staining-of-a-bvfjn3kn,50379.json
50413,"Cell culture, transfection and imaging",cell-culture-transfection-and-imaging-bvgmn3u6,50413.json
5045,HotSHOT DNA extraction,hotshot-dna-extraction-g6vbze6,5045.json
50499,Expression and purification protocol of linear GST-4xUbiquitin,expression-and-purification-protocol-of-linear-gst-bvjbn4in,50499.json
50502,Expression and purification protocol of GST-TAX1BP1,expression-and-purification-protocol-of-gst-tax1bp-bvjen4je,50502.json
50513,"Expression and purification protocol of GST-OPTN or (S177D, S473D)",expression-and-purification-protocol-of-gst-optn-o-bvjrn4m6,50513.json
50519,Expression	and	purification	of	Rab10 (1-181)	stoichiometrically	 phosphorylated	at	Thr73 (the	LRRK2	site),expression-and-purification-of-rab10-1-181-stoichi-bvjxn4pn,50519.json
50741,Western blotting for LRRK2 signalling in macrophages,western-blotting-for-lrrk2-signalling-in-macrophag-bvsvn6e6,50741.json
50843,Evaluating large spontaneous deletions in a bovine cell line selected for bovine viral diarrhea virus resistance - MDBK reads mapping to regions in genome  not shared with CRIB cell line,evaluating-large-spontaneous-deletions-in-a-bovin-bvv3n68n,50843.json
50947,Coral Resilience Lab StepOnePlus™ qPCR protocol for Cladocopium and Durusdinium Symbiodiniaceae detection,coral-resilience-lab-steponeplus-qpcr-protocol-for-bvzbn72n,50947.json
50954,Ligated intestinal loop mouse model protocol.,ligated-intestinal-loop-mouse-model-protocol-bvzin74e,50954.json
50982,Cross-linking/MS-analysis of Thr72-phosphorylated Rab8A and PPM1H (D288A) complex,cross-linking-ms-analysis-of-thr72-phosphorylated-bv2en8be,50982.json
51102,Flow CyTOF Using Single Cells From Human Islets,flow-cytof-using-single-cells-from-human-islets-bv56n89e,51102.json
51194,pA-Hia5 Protein Expression and Purification,pa-hia5-protein-expression-and-purification-bv82n9ye,51194.json
51201,Immuno-correlative light and electron microscopy (iCLEM) using STEM,immuno-correlative-light-and-electron-microscopy-i-bv89n9z6,51201.json
51221,AlphaHOR-RES: a method for enriching centromeric DNA,alphahor-res-a-method-for-enriching-centromeric-dn-bv9vn966,51221.json
51390,"Cell culture, transfection, and imaging",cell-culture-transfection-and-imaging-bwe6pbhe,51390.json
51400,Immunoblotting,immunoblotting-bwfgpbjw,51400.json
51695,"Cell culture, transfection, immunocytochemistry, and imaging",cell-culture-transfection-immunocytochemistry-and-bwqppdvn,51695.json
51931,genomic DNA-extraction,genomic-dna-extraction-bwx3pfqn,51931.json
52067,Assessment of in vitro kinase activity of over-expressed and endogenous LRRK2 immunoprecipitated from cells,assessment-of-in-vitro-kinase-activity-of-over-exp-bw4bpgsn,52067.json
52125,CODEX Sample Preparation and Staining Experiment Protocol,codex-sample-preparation-and-staining-experiment-p-bw55pg86,52125.json
52130,CODEX Imaging Setup and Processing Experiment Protocol,codex-imaging-setup-and-processing-experiment-prot-bw6aphae,52130.json
52201,Co-immunoprecipitation in human cells,co-immunoprecipitation-in-human-cells-bw8hpht6,52201.json
52308,SaCas9 protein purification,sacas9-protein-purification-bxbupinw,52308.json
52309,Protocol for sgRNA in vitro transcription and screening for effective SaCas9 RNP complex cleavage assay,protocol-for-sgrna-in-vitro-transcription-and-scre-bxbvpin6,52309.json
52310,Protocol for Transfection of Bodo saltans with SaCas9 RNP complex in conjunction with eGFP-NEO plasmid by electroporation,protocol-for-transfection-of-bodo-saltans-with-sac-bxbwpipe,52310.json
52367,"High Throughput Semi-Automated SARS-CoV-2 Library Preparation Protocol for Ion Torrent Sequencing using Opentrons, New England Biolabs Kit, and ARTIC Primers",high-throughput-semi-automated-sars-cov-2-library-bxdppi5n,52367.json
52452,Method for detecting acetylated PD-L1 in cell lysates,method-for-detecting-acetylated-pd-l1-in-cell-lysa-bxgcpjsw,52452.json
52457,Immunofluorescence of autophagic cargo receptors and p-TBK1 at LAMP1 lysosomes during lysophagy,immunofluorescence-of-autophagic-cargo-receptors-a-bxghpjt6,52457.json
52640,TGen North high throughput SARS-CoV-2 tiled amplicon sequencing,tgen-north-high-throughput-sars-cov-2-tiled-amplic-bxm8pk9w,52640.json
52668,Structural analysis of the GPI glycan,structural-analysis-of-the-gpi-glycan-bxn4pmgw,52668.json
53120,Analysis of Lysophagic Flux in Cultured Induced Neurons using RFP-GFP-galectin3,analysis-of-lysophagic-flux-in-cultured-induced-ne-bx48pqzw,53120.json
53121,Optimization of ROS measurement and localization in plant tissues: challenges and solutions,optimization-of-ros-measurement-and-localization-i-bx49pqz6,53121.json
53152,Genome editing in the choanoflagellate Salpingoeca rosetta,genome-editing-in-the-choanoflagellate-salpingoeca-bx58pq9w,53152.json
53231,Immunofluorescence of Galectin-3 Puncta after lysosomal damage with LLoMe,immunofluorescence-of-galectin-3-puncta-after-lyso-bx8pprvn,53231.json
53232,Analysis of Lysophagic Flux in Cultured Cells using Lyso-Keima,analysis-of-lysophagic-flux-in-cultured-cells-usin-bx8qprvw,53232.json
53307,Recombinant protein expression and purification of Taq DNA polymerase,recombinant-protein-expression-and-purification-of-bya3psgn,53307.json
53317,iBlot2--CHEM 584,iblot2-chem-584-bybdpsi6,53317.json
53323,Lysosome immunopurification (LysoIP) protocol for subcellular metabolite profiling,lysosome-immunopurification-lysoip-protocol-for-su-bybjpskn,53323.json
53485,Mapping CGRP-IR innervation of male mice stomach with Neurolucida 360,mapping-cgrp-ir-innervation-of-male-mice-stomach-w-bygmptu6,53485.json
53690,"Lipidomic analysis of tissue culture cells, tissues, and purified organelles",lipidomic-analysis-of-tissue-culture-cells-tissues-byn2pvge,53690.json
5392,High molecular weight DNA extraction after Bolger et al.,high-molecular-weight-dna-extraction-after-bolger-hhqb35w,5392.json
53971,Cyanobacteria Total Lipid Extraction from Polycarbonate Filters,cyanobacteria-total-lipid-extraction-from-polycarb-byxtpxnn,53971.json
54111,RiboTag Immunoprecipitation,ribotag-immunoprecipitation-by37pyrn,54111.json
54201,SDS-PAGE gel electrophoresis,sds-page-gel-electrophoresis-by6zpzf6,54201.json
5421,Modified genomic DNA extraction method for Heterosigma akashiwo,modified-genomic-dna-extraction-method-for-heteros-himb4c6,5421.json
54239,Titan Illumina PE SARS-CoV-2 Strain Characterization Workflow for the Terra Platform,titan-illumina-pe-sars-cov-2-strain-characterizati-by77pzrn,54239.json
54254,Mercury Sequence and Sample Metadata Prep for Submission Workflow on the Terra Platform,mercury-sequence-and-sample-metadata-prep-for-subm-by8npzve,54254.json
54386,Protein purification,protein-purification-bzcsp2we,54386.json
54430,Infrared PAR-CLIP,infrared-par-clip-bzd6p29e,54430.json
55020,Running the Titan_Illumina_PE Workflow on Terra.bio,running-the-titan-illumina-pe-workflow-on-terra-bi-bzykp7uw,55020.json
55068,Transplanting Arabidopsis,transplanting-arabidopsis-bzz4p78w,55068.json
55362,Intracellular recordings and post hoc immunofluorescence,intracellular-recordings-and-post-hoc-immunofluor-b2baqaie,55362.json
55385,Emir&#39;s methanol fixation IF protocol,emir-39-s-methanol-fixation-if-protocol-b2bzqap6,55385.json
55423,Immunofluorescence,immunofluorescence-b2c7qazn,55423.json
5543,Phenol-Chloroform DNA isolation for environmental DNA (eDNA),phenol-chloroform-dna-isolation-for-environmental-hnfb5bn,5543.json
55577,Genotyping Arabidopsis T-DNA lines,genotyping-arabidopsis-t-dna-lines-b2hzqb76,55577.json
55629,Extraction of Non-Structural Carbohydrates (Total Soluble Sugars + Starch) in Plant Tissues,extraction-of-non-structural-carbohydrates-total-s-b2jmqck6,55629.json
55719,Assessment of Human Islet Composition and Acinar Cell Component by Immunofluorescence Staining,assessment-of-human-islet-composition-and-acinar-c-b2nfqdbn,55719.json
55730,Total Soluble Sugar Quantification from Ethanolic Plant Extracts,total-soluble-sugar-quantification-from-ethanolic-b2nsqdee,55730.json
55838,622.2 URMC HTC Rapid  Clearing of Thick Human Lung Tissue Sections,622-2-urmc-htc-rapid-clearing-of-thick-human-lung-b2r6qd9e,55838.json
56280,Total Starch (as Glucose) Quantification by NZYtech GOD-POD Method,total-starch-as-glucose-quantification-by-nzytech-b27yqhpw,56280.json
56552,Immunohistochemistry/Immunofluorescence,immunohistochemistry-immunofluorescence-b3ggqjtw,56552.json
56572,Dual In Situ Hybridization/Immunofluorescence,dual-in-situ-hybridization-immunofluorescence-b3g4qjyw,56572.json
56592,"Collection of Protocols for transcardial perfusion, immunohistochemistry/immunofluorescence and dual in situ hybridization",collection-of-protocols-for-transcardial-perfusion-b3hqqj5w,56592.json
56725,"Liquid chromatography-mass spectrometry method for isomer separation and detection of sugars, phophorylated sugars and organic acids",liquid-chromatography-mass-spectrometry-method-for-b3mvqk66,56725.json
57117,Spin column TNA extraction from plants - GITC method,spin-column-tna-extraction-from-plants-gitc-method-b3z5qp86,57117.json
57251,diDO-IPTL protocol,dido-iptl-protocol-b36bqran,57251.json
57655,iNDI PiggyBac-TO-hNGN2 transfection protocol Version 1,indi-piggybac-to-hngn2-transfection-protocol-versi-b4ixqufn,57655.json
57782,Preparing samples for NGS,preparing-samples-for-ngs-b4nwqvfe,57782.json
57783,CRISPResso analysis,crispresso-analysis-b4nxqvfn,57783.json
57787,Genotyping by next generation sequencing,genotyping-by-next-generation-sequencing-b4n3qvgn,57787.json
57957,LRRK2 RCKW Protein Purification,lrrk2-rckw-protein-purification-b4udqws6,57957.json
57984,Staining Protocols for Safety Study of Wireless Fecobionics Device,staining-protocols-for-safety-study-of-wireless-fe-b4u8qwzw,57984.json
58104,Pluripotency markers staining,pluripotency-markers-staining-b4yyqxxw,58104.json
58220,CTAB DNA Extraction of Plant Tissue,ctab-dna-extraction-of-plant-tissue-b44kqyuw,58220.json
58384,Methods for culturing the freshwater sponge Ephydatia muelleri: Growing sponges on agarose and priming gemmules,methods-for-culturing-the-freshwater-sponge-ephyda-b49qqz5w,58384.json
58392,Immunofluorescence on Formalin-Fixed Paraffin-Embedded Tissue Sections,immunofluorescence-on-formalin-fixed-paraffin-embe-b49yqz7w,58392.json
58415,Post mortem human substantial nigra TH staining,post-mortem-human-substantial-nigra-th-staining-b5apq2dn,58415.json
58491,Immunofluorescence Staining of Brain Slices,immunofluorescence-staining-of-brain-slices-b5c3q2yn,58491.json
58562,Perfusion Live Microscopy of VEC-GFP HUVECs Using LSM780/980 for Junction Morphology Analysis,perfusion-live-microscopy-of-vec-gfp-huvecs-using-b5faq3ie,58562.json
58697,Immunofluorescence-based assay to assess LRRK2 association with microtubules in HEK293 cells,immunofluorescence-based-assay-to-assess-lrrk2-ass-b5jhq4j6,58697.json
58739,96 well spin column TNA extraction from plants - CTAB method,96-well-spin-column-tna-extraction-from-plants-cta-b5ktq4wn,58739.json
58861,Liver tissue staining with multiple lanthanides-tagged antibodies,liver-tissue-staining-with-multiple-lanthanides-ta-b5qmq5u6,58861.json
59034,Rab8a expression and purification,rab8a-expression-and-purification-b5v2q68e,59034.json
59181,HisPur Purification of His-Tagged Proteins--CHEM 584,hispur-purification-of-his-tagged-proteins-chem-58-b52mq8c6,59181.json
59358,Quantitative immunoblot analysis of LRRK1 signalling pathway,quantitative-immunoblot-analysis-of-lrrk1-signalli-b576q9re,59358.json
59448,LCM-NanoPOTS workflow for spatial proteome mapping,lcm-nanopots-workflow-for-spatial-proteome-mapping-b6ayrafw,59448.json
59486,Staining of cells with GolgiTracker for Golgi flow cytometry analysis,staining-of-cells-with-golgitracker-for-golgi-flow-b6b6rare,59486.json
59517,cDNA library preparation using ARTIC v3 primers and NEB UDI UMI adaptors for NGS,cdna-library-preparation-using-artic-v3-primers-an-b6c5ray6,59517.json
59609,"High time-resolution of root tracking of Arabidopsis roots using SPIRO, SmartRoot and BackTracker",high-time-resolution-of-root-tracking-of-arabidops-b6fzrbp6,59609.json
59692,LRRK1 Immunoprecipitation kinase assay,lrrk1-immunoprecipitation-kinase-assay-b6ikrccw,59692.json
59741,Detection and Quantification of Calcitonin Gene-Related Peptide in Human Blood Plasma using a Modified Enzyme-Linked Immunosorbent Assay,detection-and-quantification-of-calcitonin-gene-re-b6j5rcq6,59741.json
59858,Immunocytochemistry of motor neurons derived from iPSCs with the hNIL construct protocol,immunocytochemistry-of-motor-neurons-derived-from-b6psrdne,59858.json
59879,Transfection for Recombinant Antibodies,transfection-for-recombinant-antibodies-b6qfrdtn,59879.json
59922,Immunofluorescence of RAB5 and FLAG-EEA1 puncta after Dynamin-1 and -2 inhibition with Dyngo4a,immunofluorescence-of-rab5-and-flag-eea1-puncta-af-b6rsrd6e,59922.json
59926,"Endosomal and lysosomal immunoprecipitation for proteomics, lipidomics, and TEM",endosomal-and-lysosomal-immunoprecipitation-for-pr-b6rwrd7e,59926.json
60295,Photo-oxidation Using MiniSOG with EM Preparation of Transfected Culture Cells,photo-oxidation-using-minisog-with-em-preparation-b65frg3n,60295.json
60312,Direct nuclear tagmentation and RNA-sequencing (DNTR-seq),direct-nuclear-tagmentation-and-rna-sequencing-dnt-b65yrg7w,60312.json
6048,Simple DNA Extraction for Phytoplankton Using Chelex 100,simple-dna-extraction-for-phytoplankton-using-chel-h58b89w,6048.json
60516,Next Generation Sequencing of HIV-1 Drug Resistant Mutations,next-generation-sequencing-of-hiv-1-drug-resistant-b7ccrisw,60516.json
60810,Mapping CGRP-IR innervation of male mice stomach with Neurolucida 360,mapping-cgrp-ir-innervation-of-male-mice-stomach-w-b7mirk4e,60810.json
60895,Generation of knockout and rescue cell lines using CRISPR-Cas9 genome editing,generation-of-knockout-and-rescue-cell-lines-using-b7p7rmrn,60895.json
60899,Immunofluorescence,immunofluorescence-b7qbrmsn,60899.json
60998,Insect cell expression of wildtype and variant LRRK1full length protein,insect-cell-expression-of-wildtype-and-variant-lrr-b7ternje,60998.json
6109,Protocol for LEO filter sample DNA extractions using PowerWater kit,protocol-for-leo-filter-sample-dna-extractions-usi-h75b9q6,6109.json
61149,Plate Protein Expression on Autoinduction media,plate-protein-expression-on-autoinduction-media-b7x5rpq6,61149.json
61418,Immunofluorescence staining,immunofluorescence-staining-b78irrue,61418.json
61467,High Resolution Intact Proteoform Mass Spectrometry Imaging using  UHMR HF Orbitrap,high-resolution-intact-proteoform-mass-spectrometr-b793rr8n,61467.json
61698,Optimizing the electroporation parameters for Heterometopus palaeformis (strain RAJCA),optimizing-the-electroporation-parameters-for-hete-b8hart2e,61698.json
6179,Extraction method A,extraction-method-a-iabcaan,6179.json
6181,Extraction method B,extraction-method-b-iadcaa6,6181.json
6182,Extraction method C,extraction-method-c-iaecabe,6182.json
61848,Generation of 3-dimensional spheroids of human umbilical vein endothelial cells and human amnion-derived mesenchymal stem cells in human platelet lysate-based gels,generation-of-3-dimensional-spheroids-of-human-umb-b8myru7w,61848.json
6195,Cassava lea DNA extraction,cassava-lea-dna-extraction-iatcaen,6195.json
61999,Annexin V/PI- Assay: Flow Based Medium Throughput Assessment of Apoptotic Response to Two and Three Drug Combinations,annexin-v-pi-assay-flow-based-medium-throughput-as-b8sprwdn,61999.json
6211,Phenol Chloroform DNA extraction from polycarbonate filters,phenol-chloroform-dna-extraction-from-polycarbonat-ibbcain,6211.json
62442,Manual DNA Extraction Protocol for Campylobacter Detection in Canine and Bovine Feces,manual-dna-extraction-protocol-for-campylobacter-d-b88irzue,62442.json
6248,CTAB DNA Extraction Protocol of  P. pruinosa,ctab-dna-extraction-protocol-of-p-pruinosa-icgcatw,6248.json
62989,a-Synuclein protein expression and purification,a-synuclein-protein-expression-and-purification-b9rmr546,62989.json
63346,An optimised protocol for the detection of lipofuscin in cells cultured in vitro,an-optimised-protocol-for-the-detection-of-lipofus-b94sr8we,63346.json
63361,Expression and Purification of recombinant Bst DNA polymerase (Bst),expression-and-purification-of-recombinant-bst-dna-b949r8z6,63361.json
6339,Isolation of Artemia nauplii for DNA extraction,isolation-of-artemia-nauplii-for-dna-extraction-ifbcbin,6339.json
64229,Expression and purification of recombinant MM4 reverse transcriptase (RT),expression-and-purification-of-recombinant-mm4-rev-caydsfs6,64229.json
64427,Light sheet Sample Processing - Mouse Brain,light-sheet-sample-processing-mouse-brain-ca6jshcn,64427.json
64589,Dissection and immunohistochemistry of mouse lung,dissection-and-immunohistochemistry-of-mouse-lung-cbbmsik6,64589.json
64957,Feeding bacteria to house flies for microbe fate and gene expression analysis.,feeding-bacteria-to-house-flies-for-microbe-fate-a-cbn5smg6,64957.json
65225,Cell lysis and gel electrophoresis for protein analysis of HeLa cells,cell-lysis-and-gel-electrophoresis-for-protein-ana-cbxhspj6,65225.json
66083,LRRK2 Immunofluorescent staining,lrrk2-immunofluorescent-staining-ccsbswan,66083.json
66390,Universal DNA isolation protocol,universal-dna-isolation-protocol-cc3wsype,66390.json
67016,Immunofluorescence assay (IFA),immunofluorescence-assay-ifa-cdpgs5jw,67016.json
67073,Immunofluorescent Labelling of Post-Mortem Rodent Brain Tissue,immunofluorescent-labelling-of-post-mortem-rodent-cdq9s5z6,67073.json
67372,CUT&RUN Chromatin Profiling of Human Kidney Tissue,cut-amp-run-chromatin-profiling-of-human-kidney-ti-cd2ks8cw,67372.json
67819,Production of cellular reagents using IPTG,production-of-cellular-reagents-using-iptg-cegjtbun,67819.json
67831,Preparation of PBS Solution,preparation-of-pbs-solution-cegxtbxn,67831.json
68077,Protocol to secretome investigation of tumor 3D co-culture model,protocol-to-secretome-investigation-of-tumor-3d-co-ceqmtdu6,68077.json
68367,IPTG_induction,iptg-induction-cezptf5n,68367.json
68508,Manual isolation of nuclei from human brain using CellRaft device and single nucleus Whole Genome Amplification,manual-isolation-of-nuclei-from-human-brain-using-ce54tg8w,68508.json
68562,"Meat speciation NGS protocol using DNeasy mericon food kit, Ion AmpliSeq Library Kit Plus, Ion Chef, and Ion GeneStudio S5 System",meat-speciation-ngs-protocol-using-dneasy-mericon-ce7sthne,68562.json
68650,Picogram input multimodal sequencing (PiMmS),picogram-input-multimodal-sequencing-pimms-cfaitice,68650.json
68696,Immunoblotting analysis of samples from GolgiTAG (TMEM115-3HA) immunoprecipitation,immunoblotting-analysis-of-samples-from-golgitag-t-cfbytipw,68696.json
68998,TLC-CLIP,tlc-clip-cfmetk3e,68998.json
69022,Preparation and imaging of enriched Golgi from GolgiTAG-IP using Transmission Electron Microscopy,preparation-and-imaging-of-enriched-golgi-from-gol-cfm6tk9e,69022.json
69419,Time-course live imaging of maize and sorghum protoplasts,time-course-live-imaging-of-maize-and-sorghum-prot-cf2jtqcn,69419.json
69505,PCR amplicon next generation sequencing,pcr-amplicon-next-generation-sequencing-cf49tqz6,69505.json
6952,Haplotype analysis of the CDS in Arabidopsis thaliana,haplotype-analysis-of-the-cds-in-arabidopsis-thali-i2gcgbw,6952.json
69784,"Structural, biochemical, and cellular characterization of MIGA2",structural-biochemical-and-cellular-characterizati-cgdyts7w,69784.json
69808,simpleISM - A straight forward guide to upgrade from confocal to ISM,simpleism-a-straight-forward-guide-to-upgrade-from-cgeqttdw,69808.json
69818,CUT&RUN with Drosophila tissues,cut-amp-run-with-drosophila-tissues-cge2ttge,69818.json
69943,RNA and protein extraction from bulk dissections,rna-and-protein-extraction-from-bulk-dissections-cgixtufn,69943.json
70019,Dissection and immunohistochemistry of mouse brainstem,dissection-and-immunohistochemistry-of-mouse-brain-cgmbtu2n,70019.json
70096,Immunoprecipitation protocol,immunoprecipitation-protocol-cgpqtvmw,70096.json
70258,Discovery proteomic (DIA) LC-MS/MS data acquisition and analysis,discovery-proteomic-dia-lc-ms-ms-data-acquisition-cgustwwe,70258.json
70451,Extraction of DNA from canine feces for detection of Campylobacter jejuni using MagMaxTM CORE Nucleic Acid Purification Kit on KingFisherTM DuoPrime Instrument,extraction-of-dna-from-canine-feces-for-detection-cg2ttyen,70451.json
70645,Expansion microscopy with R1441C LRRK2 MEF cells: visualization of Myc-RILPL1 and TMEM55B,expansion-microscopy-with-r1441c-lrrk2-mef-cells-v-cg8vtzw6,70645.json
70982,"Protocol for Safe, Affordable, and Reproducible Isolation of SARS-CoV-2 RNA from Wastewater",protocol-for-safe-affordable-and-reproducible-isol-chjet4je,70982.json
71294,Culture and transfection of iPSC-derived neurons for live-imaging of axonal cargoes,culture-and-transfection-of-ipsc-derived-neurons-f-chu6t6ze,71294.json
71332,Assembly of pAOXHygR vector for protein expression in the yeast Pichia pastoris,assembly-of-paoxhygr-vector-for-protein-expression-chwct7aw,71332.json
71403,Affordable immunofluorescence staining on bones or other tissues without cryostat,affordable-immunofluorescence-staining-on-bones-or-chyjt7un,71403.json
7147,High quality DNA extraction protocol from recalcitrant plant tissues,high-quality-dna-extraction-protocol-from-recalcit-i8jchun,7147.json
71839,Library clean up and quality control for Illumina sequencing,library-clean-up-and-quality-control-for-illumina-cid7ua9n,71839.json
72195,"Expression, purification and characterization of the GpC methyltransferase M.CviPI",expression-purification-and-characterization-of-th-cirbud2n,72195.json
72920,Parallel detection of multiple effector functions in live T cells using a short coculture assay,parallel-detection-of-multiple-effector-functions-cjfyujpw,72920.json
72963,Untargeted metabolomics analysis for Golgi immunopurification (Golgi-IP),untargeted-metabolomics-analysis-for-golgi-immunop-cjhbuj2n,72963.json
72964,Golgi immunopurification (Golgi-IP) for subcellular lipid profiling,golgi-immunopurification-golgi-ip-for-subcellular-cjhcuj2w,72964.json
